drug,indication,in_l1000_pool,ra_label
simvastatin,"Hepatitis B, Chronic",True,reported RA investigation (not approved)
simvastatin,Hypercholesterolemia,True,reported RA investigation (not approved)
simvastatin,"Hyperlipidemia, Familial Combined",True,reported RA investigation (not approved)
simvastatin,Hyperlipidemias,True,reported RA investigation (not approved)
simvastatin,Hyperlipoproteinemia Type II,True,reported RA investigation (not approved)
simvastatin,Hypertension,True,reported RA investigation (not approved)
simvastatin,"Hypertension, Portal",True,reported RA investigation (not approved)
simvastatin,"Hypertension, Pulmonary",True,reported RA investigation (not approved)
simvastatin,Hypertriglyceridemia,True,reported RA investigation (not approved)
simvastatin,Inflammation,True,reported RA investigation (not approved)
simvastatin,"Influenza, Human",True,reported RA investigation (not approved)
simvastatin,Intermittent Claudication,True,reported RA investigation (not approved)
simvastatin,Intestinal Neoplasms,True,reported RA investigation (not approved)
simvastatin,Ischemic Stroke,True,reported RA investigation (not approved)
simvastatin,Leiomyoma,True,reported RA investigation (not approved)
simvastatin,"Leukemia, Lymphocytic, Chronic, B-Cell",True,reported RA investigation (not approved)
simvastatin,Lipid Metabolism Disorders,True,reported RA investigation (not approved)
simvastatin,Liver Cirrhosis,True,reported RA investigation (not approved)
simvastatin,Lung Neoplasms,True,reported RA investigation (not approved)
simvastatin,"Lupus Erythematosus, Systemic",True,reported RA investigation (not approved)
simvastatin,Lymphoma,True,reported RA investigation (not approved)
simvastatin,Migraine Disorders,True,reported RA investigation (not approved)
simvastatin,Mucositis,True,reported RA investigation (not approved)
simvastatin,Multiple Myeloma,True,reported RA investigation (not approved)
simvastatin,Multiple Sclerosis,True,reported RA investigation (not approved)
simvastatin,"Multiple Sclerosis, Chronic Progressive",True,reported RA investigation (not approved)
simvastatin,"Multiple Sclerosis, Relapsing-Remitting",True,reported RA investigation (not approved)
simvastatin,Myocardial Infarction,True,reported RA investigation (not approved)
simvastatin,Myocardial Ischemia,True,reported RA investigation (not approved)
simvastatin,Neoplasms,True,reported RA investigation (not approved)
simvastatin,Noonan Syndrome,True,reported RA investigation (not approved)
simvastatin,Obesity,True,reported RA investigation (not approved)
simvastatin,Optic Neuritis,True,reported RA investigation (not approved)
simvastatin,Ovarian Neoplasms,True,reported RA investigation (not approved)
simvastatin,Pancreatic Neoplasms,True,reported RA investigation (not approved)
simvastatin,Pancreatitis,True,reported RA investigation (not approved)
simvastatin,"Pancreatitis, Chronic",True,reported RA investigation (not approved)
simvastatin,Parkinson Disease,True,reported RA investigation (not approved)
simvastatin,Periodontitis,True,reported RA investigation (not approved)
simvastatin,Peripheral Arterial Disease,True,reported RA investigation (not approved)
simvastatin,Pneumonia,True,reported RA investigation (not approved)
simvastatin,Polycystic Ovary Syndrome,True,reported RA investigation (not approved)
simvastatin,Prediabetic State,True,reported RA investigation (not approved)
simvastatin,Prostatic Neoplasms,True,reported RA investigation (not approved)
simvastatin,"Prostatic Neoplasms, Castration-Resistant",True,reported RA investigation (not approved)
simvastatin,"Pulmonary Disease, Chronic Obstructive",True,reported RA investigation (not approved)
simvastatin,Rectal Neoplasms,True,reported RA investigation (not approved)
simvastatin,"Renal Insufficiency, Chronic",True,reported RA investigation (not approved)
simvastatin,Sepsis,True,reported RA investigation (not approved)
simvastatin,Severe Acute Respiratory Syndrome,True,reported RA investigation (not approved)
simvastatin,"Shock, Septic",True,reported RA investigation (not approved)
simvastatin,Sinusitis,True,reported RA investigation (not approved)
simvastatin,Sleep Wake Disorders,True,reported RA investigation (not approved)
simvastatin,Small Cell Lung Carcinoma,True,reported RA investigation (not approved)
simvastatin,Smith-Lemli-Opitz Syndrome,True,reported RA investigation (not approved)
simvastatin,Smoking Cessation,True,reported RA investigation (not approved)
simvastatin,Stomach Neoplasms,True,reported RA investigation (not approved)
simvastatin,Stroke,True,reported RA investigation (not approved)
simvastatin,Subarachnoid Hemorrhage,True,reported RA investigation (not approved)
simvastatin,Urinary Bladder Neoplasms,True,reported RA investigation (not approved)
simvastatin,Uveitis,True,reported RA investigation (not approved)
simvastatin,Vascular Diseases,True,reported RA investigation (not approved)
simvastatin,Vitiligo,True,reported RA investigation (not approved)
simvastatin,Waldenstrom Macroglobulinemia,True,reported RA investigation (not approved)
sirukumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
sirukumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
sodium butyrate,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
sodium butyrate,rheumatoid arthritis,False,out-of-pool (inert for the filter)
sodium chloride,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
sodium chloride,rheumatoid arthritis,False,out-of-pool (inert for the filter)
sovleplenib,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
sovleplenib,rheumatoid arthritis,False,out-of-pool (inert for the filter)
spironolactone,Acne Vulgaris,True,reported RA investigation (not approved)
spironolactone,Acute Kidney Injury,True,reported RA investigation (not approved)
spironolactone,Alcoholism,True,reported RA investigation (not approved)
spironolactone,Aortic Valve Stenosis,True,reported RA investigation (not approved)
spironolactone,Arrhythmogenic Right Ventricular Dysplasia,True,reported RA investigation (not approved)
spironolactone,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
spironolactone,Ascites,True,reported RA investigation (not approved)
spironolactone,Atrial Fibrillation,True,reported RA investigation (not approved)
spironolactone,Cardiomyopathies,True,reported RA investigation (not approved)
spironolactone,Cardiovascular Diseases,True,reported RA investigation (not approved)
spironolactone,Cerebral Hemorrhage,True,reported RA investigation (not approved)
spironolactone,Chorioretinitis,True,reported RA investigation (not approved)
spironolactone,Diabetes Mellitus,True,reported RA investigation (not approved)
spironolactone,Diabetic Nephropathies,True,reported RA investigation (not approved)
spironolactone,Dry Eye Syndromes,True,reported RA investigation (not approved)
spironolactone,Edema,True,reported RA investigation (not approved)
spironolactone,Essential Hypertension,True,reported RA investigation (not approved)
spironolactone,Fatty Liver,True,reported RA investigation (not approved)
spironolactone,Fibrosis,True,reported RA investigation (not approved)
spironolactone,Heart Failure,True,reported RA investigation (not approved)
spironolactone,"Heart Failure, Diastolic",True,reported RA investigation (not approved)
spironolactone,Hyperaldosteronism,True,reported RA investigation (not approved)
spironolactone,Hypertension,True,reported RA investigation (not approved)
spironolactone,"Hypertension, Pulmonary",True,reported RA investigation (not approved)
spironolactone,Leukemia,True,reported RA investigation (not approved)
spironolactone,"Leukemia, Myeloid, Acute",True,reported RA investigation (not approved)
spironolactone,Liver Cirrhosis,True,reported RA investigation (not approved)
spironolactone,Macular Degeneration,True,reported RA investigation (not approved)
spironolactone,Melanosis,True,reported RA investigation (not approved)
spironolactone,"Muscular Dystrophy, Duchenne",True,reported RA investigation (not approved)
spironolactone,Myocardial Infarction,True,reported RA investigation (not approved)
spironolactone,Neoplasms,True,reported RA investigation (not approved)
spironolactone,Nephrotic Syndrome,True,reported RA investigation (not approved)
spironolactone,Neuroblastoma,True,reported RA investigation (not approved)
spironolactone,Non-ST Elevated Myocardial Infarction,True,reported RA investigation (not approved)
spironolactone,Non-alcoholic Fatty Liver Disease,True,reported RA investigation (not approved)
spironolactone,"Polycystic Kidney, Autosomal Dominant",True,reported RA investigation (not approved)
spironolactone,Polycystic Ovary Syndrome,True,reported RA investigation (not approved)
spironolactone,"Puberty, Precocious",True,reported RA investigation (not approved)
spironolactone,"Renal Insufficiency, Chronic",True,reported RA investigation (not approved)
spironolactone,ST Elevation Myocardial Infarction,True,reported RA investigation (not approved)
spironolactone,Severe Acute Respiratory Syndrome,True,reported RA investigation (not approved)
spironolactone,Toxemia,True,reported RA investigation (not approved)
ssr-150106,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
ssr-150106,rheumatoid arthritis,False,out-of-pool (inert for the filter)
sulfasalazine,"Arthritis, Juvenile",True,known hit (approved)
sulfasalazine,"Arthritis, Psoriatic",True,known hit (approved)
sulfasalazine,"Arthritis, Rheumatoid",True,known hit (approved)
sulfasalazine,"Cholangitis, Sclerosing",True,known hit (approved)
sulfasalazine,"Colitis, Ulcerative",True,known hit (approved)
sulfasalazine,Glioblastoma,True,known hit (approved)
sulfasalazine,"Hypertension, Pulmonary",True,known hit (approved)
sulfasalazine,Intestinal Obstruction,True,known hit (approved)
sulfasalazine,"Leukemia, Myeloid, Acute",True,known hit (approved)
sulfasalazine,Nausea,True,known hit (approved)
sulfasalazine,Osteomyelitis,True,known hit (approved)
sulfasalazine,Paraganglioma,True,known hit (approved)
sulfasalazine,Peripheral Nervous System Diseases,True,known hit (approved)
sulfasalazine,Premature Birth,True,known hit (approved)
sulfasalazine,"Spondylitis, Ankylosing",True,known hit (approved)
sulfasalazine,rheumatoid arthritis,True,known hit (approved)
sulindac,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
sulindac,rheumatoid arthritis,False,out-of-pool (inert for the filter)
tabalumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
tabalumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
tacrolimus,"Anemia, Aplastic",True,reported RA investigation (not approved)
tacrolimus,"Anemia, Sickle Cell",True,reported RA investigation (not approved)
tacrolimus,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
tacrolimus,"Conjunctivitis, Allergic",True,reported RA investigation (not approved)
tacrolimus,Delayed Graft Function,True,reported RA investigation (not approved)
tacrolimus,"Dermatitis, Atopic",True,reported RA investigation (not approved)
tacrolimus,Eczema,True,reported RA investigation (not approved)
tacrolimus,Graft vs Host Disease,True,reported RA investigation (not approved)
tacrolimus,Hematologic Neoplasms,True,reported RA investigation (not approved)
tacrolimus,Immune System Diseases,True,reported RA investigation (not approved)
tacrolimus,Keratoconjunctivitis,True,reported RA investigation (not approved)
tacrolimus,Kidney Transplantation,True,reported RA investigation (not approved)
tacrolimus,"Lichen Planus, Oral",True,reported RA investigation (not approved)
tacrolimus,Liver Transplantation,True,reported RA investigation (not approved)
tacrolimus,Thalassemia,True,reported RA investigation (not approved)
talmapimod,"Arthritis, Rheumatoid (failed trial, not evidence)",True,excluded (RA trial failure)
talmapimod,Multiple Myeloma,True,excluded (RA trial failure)
technetium tc 99m tilmanocept,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
technetium tc 99m tilmanocept,rheumatoid arthritis,False,out-of-pool (inert for the filter)
temsirolimus,Adenocarcinoma,True,reported RA investigation (not approved)
temsirolimus,Adenoma,True,reported RA investigation (not approved)
temsirolimus,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
temsirolimus,Astrocytoma,True,reported RA investigation (not approved)
temsirolimus,Brain Neoplasms,True,reported RA investigation (not approved)
temsirolimus,Breast Neoplasms,True,reported RA investigation (not approved)
temsirolimus,"Breast Neoplasms, Male",True,reported RA investigation (not approved)
temsirolimus,Carcinoid Tumor,True,reported RA investigation (not approved)
temsirolimus,Carcinoma,True,reported RA investigation (not approved)
temsirolimus,"Carcinoma, Endometrioid",True,reported RA investigation (not approved)
temsirolimus,"Carcinoma, Hepatocellular",True,reported RA investigation (not approved)
temsirolimus,"Carcinoma, Islet Cell",True,reported RA investigation (not approved)
temsirolimus,"Carcinoma, Non-Small-Cell Lung",True,reported RA investigation (not approved)
temsirolimus,"Carcinoma, Renal Cell",True,reported RA investigation (not approved)
temsirolimus,"Carcinoma, Squamous Cell",True,reported RA investigation (not approved)
temsirolimus,Central Nervous System Neoplasms,True,reported RA investigation (not approved)
temsirolimus,Colonic Neoplasms,True,reported RA investigation (not approved)
temsirolimus,Colorectal Neoplasms,True,reported RA investigation (not approved)
temsirolimus,Diffuse Intrinsic Pontine Glioma,True,reported RA investigation (not approved)
temsirolimus,Endometrial Neoplasms,True,reported RA investigation (not approved)
temsirolimus,Fallopian Tube Neoplasms,True,reported RA investigation (not approved)
temsirolimus,Ganglioneuroblastoma,True,reported RA investigation (not approved)
temsirolimus,"Genital Neoplasms, Female",True,reported RA investigation (not approved)
